epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,632.976,0.67142,0.39782,0.92754,0.96012,0.8519,0.94051,0.74182,0.7244,0.47355,0.98094,0.0003962,0.0003962,0.0003962
83,640.442,0.65801,0.39063,0.92264,0.94955,0.86413,0.93229,0.73337,0.73316,0.49027,0.98613,0.0003764,0.0003764,0.0003764
84,647.823,0.67158,0.40089,0.92639,0.94626,0.86126,0.94035,0.73542,0.72547,0.46738,0.98159,0.0003566,0.0003566,0.0003566
85,655.228,0.65126,0.38237,0.91984,0.95797,0.86719,0.94096,0.73616,0.73361,0.47625,0.99105,0.0003368,0.0003368,0.0003368
86,662.613,0.65787,0.38205,0.91801,0.94373,0.85462,0.93861,0.73378,0.73554,0.47966,0.97937,0.000317,0.000317,0.000317
87,669.962,0.65831,0.38154,0.91985,0.93801,0.88402,0.94679,0.74352,0.74566,0.48012,0.99414,0.0002972,0.0002972,0.0002972
88,677.369,0.64659,0.37987,0.91696,0.96084,0.85462,0.94327,0.74542,0.73245,0.46542,0.98571,0.0002774,0.0002774,0.0002774
89,684.748,0.64576,0.38536,0.91412,0.95769,0.87636,0.94373,0.74474,0.70417,0.44879,0.96958,0.0002576,0.0002576,0.0002576
90,692.088,0.62472,0.37012,0.90911,0.96864,0.86277,0.94496,0.74928,0.68264,0.43353,0.96333,0.0002378,0.0002378,0.0002378
91,707.963,0.60408,0.35285,0.9052,0.9718,0.86277,0.9421,0.7413,0.71672,0.43959,0.97985,0.000218,0.000218,0.000218
92,715.835,0.59225,0.33255,0.89186,0.94059,0.87908,0.93971,0.73394,0.75186,0.47744,0.99635,0.0001982,0.0001982,0.0001982
93,723.42,0.58874,0.32258,0.89727,0.96227,0.86624,0.9405,0.73725,0.73709,0.46264,0.98664,0.0001784,0.0001784,0.0001784
94,731.029,0.5749,0.32797,0.88799,0.95364,0.86647,0.94084,0.73526,0.73079,0.48098,0.98264,0.0001586,0.0001586,0.0001586
95,738.546,0.57812,0.31693,0.89202,0.96346,0.8597,0.94286,0.73627,0.71156,0.4472,0.97034,0.0001388,0.0001388,0.0001388
96,746.026,0.57563,0.31321,0.88601,0.95675,0.86549,0.94297,0.73904,0.7191,0.44621,0.97336,0.000119,0.000119,0.000119
97,753.49,0.56791,0.30741,0.87981,0.94552,0.87636,0.94761,0.74256,0.72236,0.44383,0.97829,9.92e-05,9.92e-05,9.92e-05
98,760.964,0.55671,0.30397,0.87945,0.95494,0.87636,0.94329,0.73951,0.71662,0.43879,0.9755,7.94e-05,7.94e-05,7.94e-05
99,768.541,0.54532,0.30219,0.87431,0.96185,0.87228,0.94745,0.74061,0.71806,0.45127,0.97734,5.96e-05,5.96e-05,5.96e-05
100,776.097,0.55401,0.30514,0.87726,0.95265,0.87466,0.94329,0.74076,0.71266,0.43943,0.97545,3.98e-05,3.98e-05,3.98e-05
